       127,          0|TOTAL                     |          |0         |0         |0         |0         |0         |0         |0         |48        |210       |0         |0         |0         |0         |17.5      |0         |0         
       128,          0|TOTAL                     |          |0         |0         |0         |0         |0         |0         |0         |42        |210       |0         |0         |0         |0         |20.0      |0         |0         
       129,          0|TOTAL                     |          |0         |0         |0         |0         |0         |0         |0         |36        |210       |0         |0         |0         |0         |22.5      |0         |0         
       130,          0|TOTAL                     |          |0         |0         |0         |0         |0         |0         |0         |30        |210       |0         |0         |0         |0         |25.0      |0         |0         
       131,          0|TOTAL                     |          |0         |0         |0         |0         |0         |0         |0         |24        |210       |0         |0         |0         |0         |27.5      |0         |0         
       132,          0|TOTAL                     |          |0         |0         |0         |0         |0         |0         |0         |18        |210       |0         |0         |0         |0         |30.0      |0         |0         
       133,          0|TOTAL                     |          |0         |0         |0         |0         |0         |0         |0         |12        |210       |0         |0         |0         |0         |32.5      |0         |0         
       134,          0|TOTAL                     |          |0         |0         |0         |0         |0         |0         |0         |6         |210       |0         |0         |0         |0         |35.0      |0         |0         
       135,          0|TOTAL                     |          |0         |0         |0         |0         |0         |0         |0         |0         |210       |0         |0         |0         |0         |37.5      |0         |0         
       136,          0|TOTAL                     |          |0         |0         |0         |0         |0         |0         |0         |96        |204       |0         |0         |0         |0         |0         |0         |0         
       137,          0|TOTAL                     |          |0         |0         |0         |0         |0         |0         |0         |90        |204       |0         |0         |0         |0         |2.5       |0         |0         
       138,          0|TOTAL                     |          |0         |0         |0         |0         |0         |0         |0         |84        |204       |0         |0         |0         |0         |5.0       |0         |0         
       139,          0|TOTAL                     |          |0         |0         |0         |0         |0         |0         |0         |78        |204       |0         |0         |0         |0         |7.5       |0         |0         
       140,          0|TOTAL                     |          |0         |0         |0         |0         |0         |0         |0         |72        |204       |0         |0         |0         |0         |10.0      |0         |0         
       141,          0|TOTAL                     |          |0         |0         |0         |0         |0         |0         |0         |66        |204       |0         |0         |0         |0         |12.5      |0         |0         
       142,          0|TOTAL                     |          |0         |0         |0         |0         |0         |0         |0         |60        |204       |0         |0         |0         |0         |15.0      |0         |0         
       143,          0|TOTAL                     |          |0         |0         |0         |0         |0         |0         |0         |54        |204       |0         |0         |0         |0         |17.5      |0         |0         
       144,          0|TOTAL                     |          |0         |0         |0         |0         |0         |0         |0         |48        |204       |0         |0         |0         |0         |20.0      |0         |0         
       145,          0|TOTAL                     |          |0         |0         |0         |0         |0         |0         |0         |42        |204       |0         |0         |0         |0         |22.5      |0         |0         
       146,          0|TOTAL                     |          |0         |0         |0         |0         |0         |0         |0         |36        |204       |0         |0         |0         |0         |25.0      |0         |0         
       147,          0|TOTAL                     |          |0         |0         |0         |0         |0         |0         |0         |30        |204       |0         |0         |0         |0         |27.5      |0         |0         
       148,          0|TOTAL                     |          |0         |0         |0         |0         |0         |0         |0         |24        |204       |0         |0         |0         |0         |30.0      |0         |0         
       149,          0|TOTAL                     |          |0         |0         |0         |0         |0         |0         |0         |18        |204       |0         |0         |0         |0         |32.5      |0         |0         
       150,          0|TOTAL                     |          |0         |0         |0         |0         |0         |0         |0         |12        |204       |0         |0         |0         |0         |35.0      |0         |0         
       151,          0|TOTAL                     |          |0         |0         |0         |0         |0         |0         |0         |6         |204       |0         |0         |0         |0         |37.5      |0         |0         
       152,          0|TOTAL                     |          |0         |0         |0         |0         |0         |0         |0         |0         |204       |0         |0         |0         |0         |40.0      |0         |0         
       153,          0|TOTAL                     |          |0         |0         |0         |0         |0         |0         |0         |102       |198       |0         |0         |0         |0         |0         |0         |0         
       154,          0|TOTAL                     |          |0         |0         |0         |0         |0         |0         |0         |96        |198       |0         |0         |0         |0         |2.5       |0         |0         
       155,          0|TOTAL                     |          |0         |0         |0         |0         |0         |0         |0         |90        |198       |0         |0         |0         |0         |5.0       |0         |0         
       156,          0|TOTAL                     |          |0         |0         |0         |0         |0         |0         |0         |84        |198       |0         |0         |0         |0         |7.5       |0         |0         
       157,          0|TOTAL                     |          |0         |0         |0         |0         |0         |0         |0         |78        |198       |0         |0         |0         |0         |10.0      |0         |0         
       158,          0|TOTAL                     |          |0         |0         |0         |0         |0         |0         |0         |72        |198       |0         |0         |0         |0         |12.5      |0         |0         
       159,          0|TOTAL                     |          |0         |0         |0         |0         |0         |0         |0         |66        |198       |0         |0         |0         |0         |15.0      |0         |0         
       160,          0|TOTAL                     |          |0         |0         |0         |0         |0         |0         |0         |60        |198       |0         |0         |0         |0         |17.5      |0         |0         
       161,          0|TOTAL                     |          |0         |0         |0         |0         |0         |0         |0         |54        |198       |0         |0         |0         |0         |20.0      |0         |0         
       162,          0|TOTAL                     |          |0         |0         |0         |0         |0         |0         |0         |48        |198       |0         |0         |0         |0         |22.5      |0         |0         
       163,          0|TOTAL                     |          |0         |0         |0         |0         |0         |0         |0         |42        |198       |0         |0         |0         |0         |25.0      |0         |0         
       164,          0|TOTAL                     |          |0         |0         |0         |0         |0         |0         |0         |36        |198       |0         |0         |0         |0         |27.5      |0         |0         
       165,          0|TOTAL                     |          |0         |0         |0         |0         |0         |0         |0         |30        |198       |0         |0         |0         |0         |30.0      |0         |0         
       166,          0|TOTAL                     |          |0         |0         |0         |0         |0         |0         |0         |24        |198       |0         |0         |0         |0         |32.5      |0         |0         
       167,          0|TOTAL                     |          |0         |0         |0         |0         |0         |0         |0         |18        |198       |0         |0         |0         |0         |35.0      |0         |0         
       168,          0|TOTAL                     |          |0         |0         |0         |0         |0         |0         |0         |12        |198       |0         |0         |0         |0         |37.5      |0         |0         
       169,          0|TOTAL                     |          |0         |0         |0         |0         |0         |0         |0         |6         |198       |0         |0         |0         |0         |40.0      |0         |0         
       170,          0|TOTAL                     |          |0         |0         |0         |0         |0         |0         |0         |0         |198       |0         |0         |0         |0         |42.5      |0         |0         
       171,          0|TOTAL                     |          |0         |0         |0         |0         |0         |0         |0         |108       |192       |0         |0         |0         |0         |0         |0         |0         
       172,          0|TOTAL                     |          |0         |0         |0         |0         |0         |0         |0         |102       |192       |0         |0         |0         |0         |2.5       |0         |0         
       173,          0|TOTAL                     |          |0         |0         |0         |0         |0         |0         |0         |96        |192       |0         |0         |0         |0         |5.0       |0         |0         
       174,          0|TOTAL                     |          |0         |0         |0         |0         |0         |0         |0         |90        |192       |0         |0         |0         |0         |7.5       |0         |0         
       175,          0|TOTAL                     |          |0         |0         |0         |0         |0         |0         |0         |84        |192       |0         |0         |0         |0         |10.0      |0         |0         
       176,          0|TOTAL                     |          |0         |0         |0         |0         |0         |0         |0         |78        |192       |0         |0         |0         |0         |12.5      |0         |0         
       177,          0|TOTAL                     |          |0         |0         |0         |0         |0         |0         |0         |72        |192       |0         |0         |0         |0         |15.0      |0         |0         
       178,          0|TOTAL                     |          |0         |0         |0         |0         |0         |0         |0         |66        |192       |0         |0         |0         |0         |17.5      |0         |0         
       179,          0|TOTAL                     |          |0         |0         |0         |0         |0         |0         |0         |60        |192       |0         |0         |0         |0         |20.0      |0         |0         
       180,          0|TOTAL                     |          |0         |0         |0         |0         |0         |0         |0         |54        |192       |0         |0         |0         |0         |22.5      |0         |0         
       181,          0|TOTAL                     |          |0         |0         |0         |0         |0         |0         |0         |48        |192       |0         |0         |0         |0         |25.0      |0         |0         
       182,          0|TOTAL                     |          |0         |0         |0         |0         |0         |0         |0         |42        |192       |0         |0         |0         |0         |27.5      |0         |0         
       183,          0|TOTAL                     |          |0         |0         |0         |0         |0         |0         |0         |36        |192       |0         |0         |0         |0         |30.0      |0         |0         
       184,          0|TOTAL                     |          |0         |0         |0         |0         |0         |0         |0         |30        |192       |0         |0         |0         |0         |32.5      |0         |0         
       185,          0|TOTAL                     |          |0         |0         |0         |0         |0         |0         |0         |24        |192       |0         |0         |0         |0         |35.0      |0         |0         
       186,          0|TOTAL                     |          |0         |0         |0         |0         |0         |0         |0         |18        |192       |0         |0         |0         |0         |37.5      |0         |0         
       187,          0|TOTAL                     |          |0         |0         |0         |0         |0         |0         |0         |12        |192       |0         |0         |0         |0         |40.0      |0         |0         
       188,          0|TOTAL                     |          |0         |0         |0         |0         |0         |0         |0         |6         |192       |0         |0         |0         |0         |42.5      |0         |0         
       189,          0|TOTAL                     |          |0         |0         |0         |0         |0         |0         |0         |0         |192       |0         |0         |0         |0         |45.0      |0         |0         
